,condition,bin,type,subject,itemnum,cloze,constraint,contrast_unexpected,accuracy,w1,w2,region,amplitude
287,HC.EXP.CL,3,1,6,729,2,1,0,1,一桶,水,mid_frontal,-3.7842443333333335
288,HC.UNEXP.VB,9,0,6,115,1,1,-1,0,宏扬,美德,mid_frontal,5.562203
289,HC.AN.VB,6,0,6,99,0,1,0,1,扩大,空气,mid_frontal,4.599307233333334
290,HC.AN.CL,1,1,6,75,0,1,0,0,一平方公里,空气,mid_frontal,0.7996908333333334
291,HC.EXP.VB,8,0,6,100,2,1,0,1,激化,矛盾,mid_frontal,5.469685000000001
292,HC.EXP.VB,8,0,6,414,2,1,0,1,竞选,总统,mid_frontal,-4.3419254
293,HC.EXP.VB,8,0,6,536,2,1,0,1,讨回,公道,mid_frontal,10.599063
294,LC.UNEXP.VB,10,0,6,218,1,0,-2,1,踏进,社会,mid_frontal,3.458691333333333
295,HC.UNEXP.CL,4,1,6,348,1,1,-1,1,一枝,藤,mid_frontal,3.9795510000000007
296,LC.AN.CL,2,1,6,748,0,0,0,1,一系列,米,mid_frontal,-20.85714
297,LC.AN.VB,7,0,6,735,0,0,0,1,发布,土地,mid_frontal,-0.859858
298,LC.UNEXP.VB,10,0,6,276,1,0,-2,0,安置,设备,mid_frontal,-6.5637508
299,LC.UNEXP.CL,5,1,6,229,1,0,-2,1,一大/JJ,老师,mid_frontal,6.356155666666667
300,HC.UNEXP.VB,9,0,6,355,1,1,-1,1,重建,大学,mid_frontal,5.638804333333333
301,LC.AN.CL,2,1,6,614,0,0,0,1,一点,鞋子,mid_frontal,-2.0557652666666666
302,LC.AN.CL,2,1,6,673,0,0,0,1,一次,线,mid_frontal,13.864986333333334
303,HC.AN.CL,1,1,6,273,0,1,0,1,一肚子,桌子,mid_frontal,-3.834177666666667
304,LC.AN.CL,2,1,6,663,0,0,0,1,一年,食物,mid_frontal,2.983301666666667
305,HC.UNEXP.CL,4,1,6,89,1,1,-1,0,一桌,人,mid_frontal,2.796953066666667
306,LC.UNEXP.CL,5,1,6,350,1,0,-2,1,一颗,珍珠,mid_frontal,5.687291666666667
307,LC.UNEXP.VB,10,0,6,415,1,0,-2,1,发生,悲剧,mid_frontal,-1.3734902666666668
308,HC.EXP.VB,8,0,6,416,2,1,0,1,筹措,资金,mid_frontal,-3.9174363999999997
309,HC.AN.CL,1,1,6,409,0,1,0,1,一对,食物,mid_frontal,14.598603333333335
310,HC.UNEXP.CL,4,1,6,397,1,1,-1,1,一首,词,mid_frontal,4.159890066666666
311,LC.UNEXP.CL,5,1,6,687,1,0,-2,1,一层层,台阶,mid_frontal,15.476223333333332
312,HC.UNEXP.CL,4,1,6,413,1,1,-1,1,一家,酒店,mid_frontal,9.631912999999999
313,LC.AN.VB,7,0,6,117,0,0,0,1,欺负,卧室,mid_frontal,4.408225000000001
314,LC.AN.CL,2,1,6,295,0,0,0,1,一手,飞机,mid_frontal,4.124522666666667
315,HC.UNEXP.VB,9,0,6,745,1,1,-1,1,造福,国家,mid_frontal,2.7845746666666664
316,HC.AN.VB,6,0,6,116,0,1,0,1,搁置,春水,mid_frontal,7.003988
317,HC.EXP.CL,3,1,6,344,2,1,0,1,一瓶,水,mid_frontal,5.887776266666667
318,HC.EXP.CL,3,1,6,85,2,1,0,1,一首,歌,mid_frontal,3.492629666666667
319,HC.EXP.CL,3,1,6,628,2,1,0,1,一节,课,mid_frontal,2.0030498
320,LC.AN.VB,7,0,6,410,0,0,0,1,继承,水流,mid_frontal,3.3851259999999996
321,HC.UNEXP.CL,4,1,6,299,1,1,-1,1,一席,演讲,mid_frontal,2.035500633333333
322,HC.AN.VB,6,0,6,283,0,1,0,1,服,新闻,mid_frontal,-1.1296642333333333
323,HC.UNEXP.CL,4,1,6,345,1,1,-1,1,一代代,祖先,mid_frontal,-4.079022533333333
324,HC.EXP.CL,3,1,6,534,2,1,0,1,一件,衣服,mid_frontal,15.125100333333334
325,LC.UNEXP.VB,10,0,6,662,1,0,-2,0,影响,出口,mid_frontal,-3.0623766666666667
326,LC.AN.VB,7,0,6,731,0,0,0,1,实现,乐曲,mid_frontal,14.706633333333334
327,LC.UNEXP.CL,5,1,6,627,1,0,-2,1,一门,语言,mid_frontal,8.624880333333333
328,HC.AN.CL,1,1,6,98,0,1,0,1,一盘,手机,mid_frontal,-2.1522196333333334
329,LC.UNEXP.VB,10,0,6,391,1,0,-2,1,表示,中立,mid_frontal,-9.11633
330,HC.AN.CL,1,1,6,94,0,1,0,1,一帖,大海,mid_frontal,14.47782
331,HC.AN.VB,6,0,6,101,0,1,0,1,管制,桌子,mid_frontal,-2.4212943333333334
332,HC.AN.VB,6,0,6,620,0,1,0,0,拉动,手机,mid_frontal,6.577847899999999
333,LC.UNEXP.CL,5,1,6,615,1,0,-2,1,一把,火,mid_frontal,9.499854000000001
334,HC.AN.VB,6,0,6,342,0,1,0,1,虐待,电影,mid_frontal,7.190754666666666
335,HC.UNEXP.VB,9,0,6,240,1,1,-1,1,汇报,信息,mid_frontal,4.716080900000001
336,HC.EXP.CL,3,1,6,285,2,1,0,1,一线,生机,mid_frontal,20.13806333333333
337,HC.AN.VB,6,0,6,669,0,1,0,1,开创,粟,mid_frontal,-9.893945
338,LC.AN.CL,2,1,6,675,0,0,0,1,一身,火车,mid_frontal,1.0088360666666667
339,LC.UNEXP.VB,10,0,6,217,1,0,-2,1,动摇,基础,mid_frontal,9.689094333333333
340,HC.UNEXP.CL,4,1,6,411,1,1,-1,1,一餐,水果,mid_frontal,-4.132294563333333
341,LC.UNEXP.CL,5,1,6,739,1,0,-2,1,一包,面粉,mid_frontal,-2.410331333333333
342,HC.UNEXP.VB,9,0,6,360,1,1,-1,1,推动,研究,mid_frontal,19.396913333333334
343,HC.EXP.CL,3,1,6,63,2,1,0,1,一席,话,mid_frontal,-0.08829300000000018
344,HC.AN.VB,6,0,6,682,0,1,0,1,补贴,措施,mid_frontal,4.166894666666667
345,LC.UNEXP.CL,5,1,6,119,1,0,-2,1,一口,奶,mid_frontal,13.308498666666665
346,HC.UNEXP.CL,4,1,6,353,1,1,-1,1,一顿,责骂,mid_frontal,9.242695
347,HC.AN.VB,6,0,6,733,0,1,0,1,穿越,金莲,mid_frontal,1.713372
348,HC.EXP.VB,8,0,6,86,2,1,0,1,名列,前茅,mid_frontal,13.034073033333334
349,LC.AN.CL,2,1,6,274,0,0,0,1,一块,失败,mid_frontal,19.012196666666668
350,LC.UNEXP.VB,10,0,6,347,1,0,-2,1,安排,住宿,mid_frontal,-4.430509333333333
351,HC.EXP.VB,8,0,6,288,2,1,0,1,搬起,石头,mid_frontal,-23.819243333333333
352,LC.UNEXP.CL,5,1,6,239,1,0,-2,0,一岁,庄稼,mid_frontal,3.0192759999999996
353,HC.UNEXP.VB,9,0,6,336,1,1,-1,1,提出,制度,mid_frontal,7.711957666666667
354,LC.UNEXP.CL,5,1,6,293,1,0,-2,0,一度,角,mid_frontal,-0.2379999999999999
355,HC.EXP.VB,8,0,6,621,2,1,0,1,收受,贿赂,mid_frontal,8.92242
356,LC.UNEXP.CL,5,1,6,291,1,0,-2,1,一片,天地,mid_frontal,6.339764333333332
357,HC.EXP.CL,3,1,6,406,2,1,0,1,一员,大将,mid_frontal,3.7703093333333335
358,HC.AN.VB,6,0,6,294,0,1,0,1,前往,春水,mid_frontal,6.372922
359,LC.AN.VB,7,0,6,102,0,0,0,1,迫于,米,mid_frontal,-0.12602666666666673
360,HC.AN.CL,1,1,6,724,0,1,0,1,一回合,政府,mid_frontal,-16.189893333333334
361,HC.UNEXP.VB,9,0,6,110,1,1,-1,1,分散,人群,mid_frontal,3.7820191333333333
362,HC.AN.CL,1,1,6,730,0,1,0,1,一碗,明月,mid_frontal,-7.413326666666666
363,LC.UNEXP.VB,10,0,6,105,1,0,-2,1,支持,提议,mid_frontal,-1.9960837999999999
364,HC.AN.CL,1,1,6,112,0,1,0,0,一列,杯子,mid_frontal,2.9152313333333333
365,LC.UNEXP.CL,5,1,6,91,1,0,-2,0,一两,珍珠,mid_frontal,10.909233333333333
366,LC.AN.VB,7,0,6,216,0,0,0,1,统治,尸体,mid_frontal,-6.1956607
367,LC.UNEXP.VB,10,0,6,683,1,0,-2,1,担任,经理,mid_frontal,6.317365666666666
368,LC.AN.CL,2,1,6,351,0,0,0,1,一处,饭,mid_frontal,10.676769666666667
369,LC.AN.CL,2,1,6,346,0,0,0,1,一组,武艺,mid_frontal,-6.805505333333333
370,HC.EXP.CL,3,1,6,402,2,1,0,1,一类,人,mid_frontal,7.283702666666666
371,HC.UNEXP.VB,9,0,6,616,1,1,-1,1,买,药,mid_frontal,12.130773666666668
372,HC.AN.CL,1,1,6,107,0,1,0,1,一缸,金莲,mid_frontal,13.472243666666666
373,LC.AN.VB,7,0,6,71,0,0,0,0,送到,鸡,mid_frontal,3.8140723333333337
374,HC.UNEXP.CL,4,1,6,603,1,1,-1,0,一瓶,玫瑰,mid_frontal,1.7849006666666665
375,HC.AN.CL,1,1,6,236,0,1,0,1,一扇,春水,mid_frontal,11.074027333333333
376,HC.UNEXP.VB,9,0,6,747,1,1,-1,1,使用,日语,mid_frontal,3.4328419666666665
377,HC.UNEXP.VB,9,0,6,88,1,1,-1,1,报道,案件,mid_frontal,18.17605
378,LC.UNEXP.CL,5,1,6,272,1,0,-2,1,一部,手机,mid_frontal,21.319133333333333
379,LC.AN.VB,7,0,6,535,0,0,0,1,收拾,生日,mid_frontal,11.35479
380,HC.EXP.VB,8,0,6,271,2,1,0,1,赚,钱,mid_frontal,0.6111420000000001
381,HC.EXP.VB,8,0,6,237,2,1,0,1,抓紧,时间,mid_frontal,4.381779333333333
382,HC.UNEXP.VB,9,0,6,394,1,1,-1,1,骗,老师,mid_frontal,16.21683333333333
383,HC.UNEXP.VB,9,0,6,114,1,1,-1,1,震撼,听众,mid_frontal,-6.912192333333333
384,LC.AN.CL,2,1,6,103,0,0,0,1,一项,饭,mid_frontal,9.099511
385,LC.AN.CL,2,1,6,737,0,0,0,1,一块,香烟,mid_frontal,-2.8624216666666666
386,HC.EXP.CL,3,1,6,80,2,1,0,1,一台,电脑,mid_frontal,-0.42649866666666664
387,LC.UNEXP.VB,10,0,6,341,1,0,-2,0,越过,领导,mid_frontal,5.012798
388,HC.AN.VB,6,0,6,120,0,1,0,1,发来,杯子,mid_frontal,-2.521055
389,HC.EXP.CL,3,1,6,721,2,1,0,1,一顿,饭,mid_frontal,12.776462
390,HC.AN.VB,6,0,6,609,0,1,0,1,伸出,春水,mid_frontal,-7.045210300000001
391,HC.AN.VB,6,0,6,211,0,1,0,0,占用,丝带,mid_frontal,-0.06406833333333355
392,LC.AN.VB,7,0,6,90,0,0,0,1,解释,酒店,mid_frontal,6.831756333333334
393,HC.UNEXP.CL,4,1,6,70,1,1,-1,1,一帮,员工,mid_frontal,-7.525091
394,HC.AN.CL,1,1,6,528,0,1,0,1,一起,山,mid_frontal,-2.6057433333333333
395,HC.UNEXP.VB,9,0,6,521,1,1,-1,1,吸取,水分,mid_frontal,-22.016229999999997
396,HC.EXP.VB,8,0,6,624,2,1,0,1,侵吞,财产,mid_frontal,14.167578999999998
397,LC.AN.VB,7,0,6,97,0,0,0,1,牺牲,扣子,mid_frontal,-4.8376556
398,LC.AN.CL,2,1,6,533,0,0,0,1,一声,土地,mid_frontal,3.3695870666666665
399,HC.UNEXP.VB,9,0,6,95,1,1,-1,1,运送,枪支,mid_frontal,-7.141478666666667
400,HC.UNEXP.VB,9,0,6,678,1,1,-1,1,封锁,地区,mid_frontal,-1.3198295333333332
401,HC.EXP.VB,8,0,6,78,2,1,0,1,赚到,钱,mid_frontal,-6.4069286666666665
402,HC.EXP.VB,8,0,6,349,2,1,0,1,深化,改革,mid_frontal,3.609086
403,HC.EXP.VB,8,0,6,66,2,1,0,1,贴近,生活,mid_frontal,5.335201333333334
404,HC.EXP.VB,8,0,6,87,2,1,0,1,振奋,人心,mid_frontal,-6.147791000000001
405,LC.AN.VB,7,0,6,109,0,0,0,1,突出,线,mid_frontal,12.237473
406,HC.AN.VB,6,0,6,612,0,1,0,1,发表,政府,mid_frontal,13.126498
407,HC.EXP.VB,8,0,6,83,2,1,0,1,达到,目的,mid_frontal,-2.8128663
408,LC.AN.VB,7,0,6,222,0,0,0,1,总结,水果,mid_frontal,3.4023456666666667
409,LC.AN.VB,7,0,6,352,0,0,0,1,送往,饭,mid_frontal,-4.163934
410,LC.AN.VB,7,0,6,670,0,0,0,1,发展,楼房,mid_frontal,2.0101331333333334
411,HC.UNEXP.CL,4,1,6,611,1,1,-1,1,一台,手术,mid_frontal,1.5209155666666667
412,HC.AN.VB,6,0,6,606,0,1,0,1,讨论,希望,mid_frontal,2.9390088333333337
413,LC.AN.CL,2,1,6,727,0,0,0,1,一团,水,mid_frontal,8.143012
414,HC.EXP.CL,3,1,6,228,2,1,0,1,一餐,饭,mid_frontal,-4.830696333333334
415,HC.UNEXP.CL,4,1,6,530,1,1,-1,1,一类,问题,mid_frontal,4.6017410666666665
416,HC.EXP.CL,3,1,6,298,2,1,0,1,一架,飞机,mid_frontal,15.666886666666665
417,HC.EXP.CL,3,1,6,602,2,1,0,1,一帮,人,mid_frontal,-2.4700715233333335
418,HC.UNEXP.VB,9,0,6,518,1,1,-1,1,触犯,原则,mid_frontal,-9.078226666666668
419,HC.AN.CL,1,1,6,111,0,1,0,1,一幢,电脑,mid_frontal,1.3967544666666667
420,LC.AN.VB,7,0,6,742,0,0,0,1,实行,飞机,mid_frontal,-12.182800666666667
421,LC.UNEXP.CL,5,1,6,300,1,0,-2,0,一大/JJ,水泥,mid_frontal,-6.520136333333333
422,HC.UNEXP.VB,9,0,6,284,1,1,-1,1,没收,珠宝,mid_frontal,0.07873333333333281
423,LC.AN.VB,7,0,6,684,0,0,0,1,举行,棋,mid_frontal,13.304951
424,HC.AN.CL,1,1,6,395,0,1,0,1,一面,错误,mid_frontal,5.746449666666667
425,LC.AN.VB,7,0,6,221,0,0,0,0,出现,经历,mid_frontal,7.5314106
426,HC.EXP.VB,8,0,6,277,2,1,0,1,弹劾,总统,mid_frontal,10.362136
427,HC.AN.VB,6,0,6,527,0,1,0,1,确定,大海,mid_frontal,-3.390819
428,LC.UNEXP.CL,5,1,6,661,1,0,-2,1,一大群,蚂蚁,mid_frontal,13.597837666666669
429,LC.AN.VB,7,0,6,79,0,0,0,1,遍布,牛,mid_frontal,7.198497666666666
430,HC.EXP.CL,3,1,6,398,2,1,0,1,一栋,楼,mid_frontal,9.454605666666666
431,LC.AN.CL,2,1,6,601,0,0,0,1,一平米,信号,mid_frontal,10.320702333333333
432,LC.UNEXP.CL,5,1,6,605,1,0,-2,1,一大群,狗,mid_frontal,-13.923043333333332
433,LC.UNEXP.CL,5,1,6,689,1,0,-2,1,一趟,飞机,mid_frontal,15.61669
434,HC.EXP.VB,8,0,6,68,2,1,0,1,出台,政策,mid_frontal,-0.5030629999999998
435,LC.UNEXP.CL,5,1,6,93,1,0,-2,0,一叶,窗,mid_frontal,12.004456666666664
436,HC.EXP.CL,3,1,6,525,2,1,0,1,一代代,人,mid_frontal,1.1335670000000002
437,LC.UNEXP.VB,10,0,6,92,1,0,-2,1,保有,价值,mid_frontal,-5.318215633333333
438,LC.AN.CL,2,1,6,750,0,0,0,1,一堆,希望,mid_frontal,-11.895382333333336
439,HC.EXP.CL,3,1,6,690,2,1,0,1,一枝,花,mid_frontal,-8.561505
440,HC.EXP.CL,3,1,6,296,2,1,0,1,一分,钱,mid_frontal,10.510121
441,LC.AN.CL,2,1,6,526,0,0,0,1,一点儿,生日,mid_frontal,8.909124
442,HC.UNEXP.CL,4,1,6,332,1,1,-1,1,一架,马车,mid_frontal,9.528127133333335
443,HC.AN.CL,1,1,6,354,0,1,0,1,一轮,桌子,mid_frontal,5.377586666666666
444,HC.UNEXP.CL,4,1,6,513,1,1,-1,1,一分,辛苦,mid_frontal,-2.0861773333333336
445,LC.UNEXP.VB,10,0,6,335,1,0,-2,1,变为,动物,mid_frontal,-1.415362
446,HC.UNEXP.VB,9,0,6,529,1,1,-1,1,犯下,死罪,mid_posterior,12.471972666666668
447,LC.UNEXP.VB,10,0,6,744,1,0,-2,1,降低,分数,mid_posterior,2.7894497
448,LC.AN.VB,7,0,6,62,0,0,0,1,会见,措施,mid_posterior,6.9484449999999995
449,HC.AN.CL,1,1,6,396,0,1,0,1,一套,春水,mid_posterior,3.914252533333334
450,LC.UNEXP.VB,10,0,6,419,1,0,-2,0,整顿,思想,mid_posterior,-5.609021000000001
451,HC.UNEXP.CL,4,1,6,356,1,1,-1,1,一枚,戒指,mid_posterior,10.901938000000001
452,HC.AN.CL,1,1,6,225,0,1,0,1,一丛丛,歌曲,mid_posterior,-0.5614673333333337
453,LC.UNEXP.CL,5,1,6,412,1,0,-2,1,一场,培训,mid_posterior,-0.8497159999999999
454,HC.UNEXP.CL,4,1,6,685,1,1,-1,1,一线,希望,mid_posterior,17.25943666666667
455,HC.AN.VB,6,0,6,722,0,1,0,1,参加,电脑,mid_posterior,-7.63802
456,HC.UNEXP.CL,4,1,6,292,1,1,-1,1,一支,舞,mid_posterior,-7.981380063333333
457,HC.EXP.VB,8,0,6,417,2,1,0,1,承担,责任,mid_posterior,-1.3851263333333332
458,HC.UNEXP.VB,9,0,6,212,1,1,-1,1,判处,监禁,mid_posterior,5.826288333333333
459,LC.AN.CL,2,1,6,403,0,0,0,1,一堆,水流,mid_posterior,-2.2610890000000006
460,LC.UNEXP.VB,10,0,6,522,1,0,-2,1,接受,计划,mid_posterior,-8.264122666666667
461,HC.AN.VB,6,0,6,234,0,1,0,1,扭转,错误,mid_posterior,7.581780333333334
462,LC.AN.VB,7,0,6,511,0,0,0,1,汲取,学校,mid_posterior,15.784154666666666
463,LC.UNEXP.CL,5,1,6,224,1,0,-2,1,一道,瀑布,mid_posterior,6.330120133333334
464,LC.UNEXP.VB,10,0,6,297,1,0,-2,1,持有,黄金,mid_posterior,-1.465117333333333
465,HC.EXP.VB,8,0,6,231,2,1,0,1,环游,世界,mid_posterior,-3.2769413333333333
466,HC.AN.CL,1,1,6,622,0,1,0,1,一届,车,mid_posterior,8.054218
467,HC.UNEXP.VB,9,0,6,81,1,1,-1,1,践踏,草坪,mid_posterior,-2.8158776666666667
468,HC.UNEXP.VB,9,0,6,393,1,1,-1,1,改善,健康,mid_posterior,7.4300906666666675
469,HC.AN.VB,6,0,6,76,0,1,0,0,承包,沙子,mid_posterior,5.603209466666667
470,LC.UNEXP.VB,10,0,6,629,1,0,-2,1,告诉,女孩,mid_posterior,12.925177666666665
471,HC.UNEXP.CL,4,1,6,227,1,1,-1,1,一栋,住宅,mid_posterior,4.657670933333333
472,HC.AN.CL,1,1,6,537,0,1,0,1,一通,沙子,mid_posterior,4.553896933333333
473,HC.EXP.VB,8,0,6,392,2,1,0,1,考上,大学,mid_posterior,16.30884
474,HC.EXP.VB,8,0,6,65,2,1,0,1,施加,压力,mid_posterior,3.237452333333333
475,LC.UNEXP.CL,5,1,6,232,1,0,-2,1,一批,民工,mid_posterior,-3.9042411
476,HC.AN.CL,1,1,6,738,0,1,0,1,一记,新闻,mid_posterior,12.764990666666668
477,LC.AN.CL,2,1,6,618,0,0,0,1,一美元,掌声,mid_posterior,-7.827723
478,LC.UNEXP.CL,5,1,6,516,1,0,-2,0,一班,孩子,mid_posterior,4.999728
479,HC.EXP.VB,8,0,6,359,2,1,0,1,推卸,责任,mid_posterior,14.537391
480,LC.AN.CL,2,1,6,64,0,0,0,1,一组,学问,mid_posterior,12.299512333333332
481,LC.UNEXP.VB,10,0,6,732,1,0,-2,1,保持,体重,mid_posterior,0.8319899999999999
482,HC.AN.VB,6,0,6,233,0,1,0,1,兴建,车,mid_posterior,3.3185269999999996
483,LC.AN.CL,2,1,6,215,0,0,0,0,一根,运动,mid_posterior,11.715399333333332
484,HC.UNEXP.VB,9,0,6,626,1,1,-1,1,适应,变化,mid_posterior,-15.205027666666666
485,LC.AN.CL,2,1,6,226,0,0,0,1,一项,黄金,mid_posterior,-5.902208666666667
486,LC.AN.VB,7,0,6,746,0,0,0,1,侵害,黄金,mid_posterior,7.039483
487,HC.UNEXP.CL,4,1,6,749,1,1,-1,1,一伙,小偷,mid_posterior,5.520999666666666
488,HC.UNEXP.CL,4,1,6,281,1,1,-1,1,一头,羊,mid_posterior,8.096707
489,LC.AN.VB,7,0,6,672,0,0,0,1,设立,猪,mid_posterior,6.682380333333334
490,HC.AN.VB,6,0,6,289,0,1,0,1,健全,时间,mid_posterior,8.462535333333333
491,HC.AN.VB,6,0,6,674,0,1,0,1,就任,墙,mid_posterior,8.343300000000001
492,HC.EXP.CL,3,1,6,340,2,1,0,1,一拨,人,mid_posterior,7.709505
493,LC.UNEXP.CL,5,1,6,106,1,0,-2,1,一则,寻人启事,mid_posterior,2.3522594333333333
494,HC.EXP.CL,3,1,6,613,2,1,0,0,一头,牛,mid_posterior,16.155217666666665
495,HC.EXP.VB,8,0,6,405,2,1,0,1,歪曲,事实,mid_posterior,21.28565
496,HC.AN.CL,1,1,6,679,0,1,0,1,一群,账,mid_posterior,-6.857397
497,LC.AN.CL,2,1,6,517,0,0,0,1,一米,小说,mid_posterior,-10.733343
498,HC.AN.CL,1,1,6,104,0,1,0,1,一尊,时间,mid_posterior,-0.5726029999999998
499,HC.UNEXP.VB,9,0,6,420,1,1,-1,1,从事,劳动,mid_posterior,11.462434333333333
500,LC.UNEXP.CL,5,1,6,668,1,0,-2,1,一批,产品,mid_posterior,25.73128
501,HC.UNEXP.CL,4,1,6,680,1,1,-1,1,一阵阵,波浪,mid_posterior,5.5747816666666665
502,LC.UNEXP.CL,5,1,6,540,1,0,-2,1,一条,短信,mid_posterior,9.103579
503,LC.AN.VB,7,0,6,681,0,0,0,1,压缩,电话,mid_posterior,3.9415476666666662
504,LC.UNEXP.VB,10,0,6,677,1,0,-2,1,罢免,法官,mid_posterior,-7.529512333333334
505,HC.AN.VB,6,0,6,238,0,1,0,1,回顾,桌子,mid_posterior,-3.491141333333333
506,LC.AN.CL,2,1,6,275,0,0,0,1,一份,墙,mid_posterior,-0.830059
507,HC.UNEXP.CL,4,1,6,688,1,1,-1,1,一拨,船夫,mid_posterior,9.389934000000002
508,LC.UNEXP.VB,10,0,6,623,1,0,-2,1,严守,承诺,mid_posterior,17.1416
509,HC.EXP.VB,8,0,6,515,2,1,0,1,吃,饭,mid_posterior,28.698913333333337
510,HC.EXP.CL,3,1,6,729,2,1,0,1,一桶,水,mid_posterior,-5.163525333333333
511,HC.UNEXP.VB,9,0,6,115,1,1,-1,0,宏扬,美德,mid_posterior,2.019674866666667
512,HC.AN.VB,6,0,6,99,0,1,0,1,扩大,空气,mid_posterior,2.9256389000000005
513,HC.AN.CL,1,1,6,75,0,1,0,0,一平方公里,空气,mid_posterior,1.3496509333333335
514,HC.EXP.VB,8,0,6,100,2,1,0,1,激化,矛盾,mid_posterior,6.833315333333334
515,HC.EXP.VB,8,0,6,414,2,1,0,1,竞选,总统,mid_posterior,-7.624638000000001
516,HC.EXP.VB,8,0,6,536,2,1,0,1,讨回,公道,mid_posterior,11.963823
517,LC.UNEXP.VB,10,0,6,218,1,0,-2,1,踏进,社会,mid_posterior,7.054865666666667
518,HC.UNEXP.CL,4,1,6,348,1,1,-1,1,一枝,藤,mid_posterior,4.956682666666667
519,LC.AN.CL,2,1,6,748,0,0,0,1,一系列,米,mid_posterior,-12.229651333333335
520,LC.AN.VB,7,0,6,735,0,0,0,1,发布,土地,mid_posterior,1.8682233333333331
521,LC.UNEXP.VB,10,0,6,276,1,0,-2,0,安置,设备,mid_posterior,-10.691216133333333
522,LC.UNEXP.CL,5,1,6,229,1,0,-2,1,一大/JJ,老师,mid_posterior,13.462026666666667
523,HC.UNEXP.VB,9,0,6,355,1,1,-1,1,重建,大学,mid_posterior,-0.6477763333333335
524,LC.AN.CL,2,1,6,614,0,0,0,1,一点,鞋子,mid_posterior,2.6114669999999998
525,LC.AN.CL,2,1,6,673,0,0,0,1,一次,线,mid_posterior,17.911156333333334
526,HC.AN.CL,1,1,6,273,0,1,0,1,一肚子,桌子,mid_posterior,-6.087456666666665
527,LC.AN.CL,2,1,6,663,0,0,0,1,一年,食物,mid_posterior,-0.6113110666666667
528,HC.UNEXP.CL,4,1,6,89,1,1,-1,0,一桌,人,mid_posterior,2.896774666666667
529,LC.UNEXP.CL,5,1,6,350,1,0,-2,1,一颗,珍珠,mid_posterior,9.137799666666666
530,LC.UNEXP.VB,10,0,6,415,1,0,-2,1,发生,悲剧,mid_posterior,-3.874575400000001
531,HC.EXP.VB,8,0,6,416,2,1,0,1,筹措,资金,mid_posterior,-4.388274
532,HC.AN.CL,1,1,6,409,0,1,0,1,一对,食物,mid_posterior,18.57451
533,HC.UNEXP.CL,4,1,6,397,1,1,-1,1,一首,词,mid_posterior,6.5068806666666665
534,LC.UNEXP.CL,5,1,6,687,1,0,-2,1,一层层,台阶,mid_posterior,18.72357666666667
535,HC.UNEXP.CL,4,1,6,413,1,1,-1,1,一家,酒店,mid_posterior,8.056027333333333
536,LC.AN.VB,7,0,6,117,0,0,0,1,欺负,卧室,mid_posterior,0.019746333333333272
537,LC.AN.CL,2,1,6,295,0,0,0,1,一手,飞机,mid_posterior,6.784452666666667
538,HC.UNEXP.VB,9,0,6,745,1,1,-1,1,造福,国家,mid_posterior,6.370509666666667
539,HC.AN.VB,6,0,6,116,0,1,0,1,搁置,春水,mid_posterior,7.081716666666668
540,HC.EXP.CL,3,1,6,344,2,1,0,1,一瓶,水,mid_posterior,8.020499666666666
541,HC.EXP.CL,3,1,6,85,2,1,0,1,一首,歌,mid_posterior,6.529236333333333
542,HC.EXP.CL,3,1,6,628,2,1,0,1,一节,课,mid_posterior,8.432935
543,LC.AN.VB,7,0,6,410,0,0,0,1,继承,水流,mid_posterior,8.626515333333334
544,HC.UNEXP.CL,4,1,6,299,1,1,-1,1,一席,演讲,mid_posterior,5.935081666666666
545,HC.AN.VB,6,0,6,283,0,1,0,1,服,新闻,mid_posterior,-5.746633333333333
546,HC.UNEXP.CL,4,1,6,345,1,1,-1,1,一代代,祖先,mid_posterior,-4.152479333333334
547,HC.EXP.CL,3,1,6,534,2,1,0,1,一件,衣服,mid_posterior,16.645433666666666
548,LC.UNEXP.VB,10,0,6,662,1,0,-2,0,影响,出口,mid_posterior,-5.846269
549,LC.AN.VB,7,0,6,731,0,0,0,1,实现,乐曲,mid_posterior,19.160880000000002
550,LC.UNEXP.CL,5,1,6,627,1,0,-2,1,一门,语言,mid_posterior,15.983400333333334
551,HC.AN.CL,1,1,6,98,0,1,0,1,一盘,手机,mid_posterior,-7.0581553
552,LC.UNEXP.VB,10,0,6,391,1,0,-2,1,表示,中立,mid_posterior,-5.535989666666667
553,HC.AN.CL,1,1,6,94,0,1,0,1,一帖,大海,mid_posterior,14.91089
554,HC.AN.VB,6,0,6,101,0,1,0,1,管制,桌子,mid_posterior,5.032976
555,HC.AN.VB,6,0,6,620,0,1,0,0,拉动,手机,mid_posterior,4.889594566666666
556,LC.UNEXP.CL,5,1,6,615,1,0,-2,1,一把,火,mid_posterior,5.7035483000000005
557,HC.AN.VB,6,0,6,342,0,1,0,1,虐待,电影,mid_posterior,15.066213333333332
558,HC.UNEXP.VB,9,0,6,240,1,1,-1,1,汇报,信息,mid_posterior,-1.7006866666666667
559,HC.EXP.CL,3,1,6,285,2,1,0,1,一线,生机,mid_posterior,22.732366666666667
560,HC.AN.VB,6,0,6,669,0,1,0,1,开创,粟,mid_posterior,-8.262829333333334
561,LC.AN.CL,2,1,6,675,0,0,0,1,一身,火车,mid_posterior,3.2689451666666667
562,LC.UNEXP.VB,10,0,6,217,1,0,-2,1,动摇,基础,mid_posterior,7.530877999999999
